Category Guess Histogram
========================

Matched
[831 953 717 881 771 902 520 922 935 941 ---]
[0.0 0.9 1.8 2.7 3.6 4.5 5.4 6.3 7.2 8.1 9.0]
['T-shirt/top', 'Trouser', 'Pullover', 'Dress', 'Coat', 'Sandal', 'Shirt', 'Sneaker', 'Bag', 'Ankle boot']

Missed
[213  22 269 196 316  61 295 106  68  81 ---]
[0.0 0.9 1.8 2.7 3.6 4.5 5.4 6.3 7.2 8.1 9. ]


Value Guess Histogram (auto)
============================

Matched
[  63  405 1203 1835 2105 1463  735  355  159   50 ----]
[ 2.6  4.4  6.2  8.0  9.8 11.6 13.4 15.3 17.1 18.9 20.7]

Missed
[  16  111  208  317  361  348  181   61   18    6 ---- ---- ---- ----]
[ 2.1  3.5  4.9  6.3  7.7  9.1 10.5 11.8 13.2 14.6 16.0 17.4 18.8 20.2]


Value Guess Histogram
=====================

Matched
[   0   30  367 1259 2045 2288 1365  629  286   97 ----]
[   0    2    4    6    8   10   12   14   16   18   20]

Missed
[   0   48  246  434  533  292   63   10    1    0  ---]
[   0    2    4    6    8   10   12   14   16   18   20]


Missed Items
============

   12 Predicted: "Sandal" 6.4, Actual: "Sneaker" 4.4
 6855 Predicted: "Pullover" 4.4, Actual: "Coat" 3.4
 6859 Predicted: "Pullover" 7.9, Actual: "Coat" 6.9
 6861 Predicted: "Dress" 5.7, Actual: "Shirt" 3.4
 6868 Predicted: "Ankle boot" 11.0, Actual: "Sneaker" 8.8
 6874 Predicted: "T-shirt/top" 4.8, Actual: "Pullover" 1.2
 6892 Predicted: "Ankle boot" 12.2, Actual: "Sandal" 10.5
 6897 Predicted: "Ankle boot" 4.4, Actual: "Sandal" 0.2
 6899 Predicted: "Shirt" 5.5, Actual: "Coat" 4.5
 6908 Predicted: "Shirt" 8.3, Actual: "Coat" 7.8
 6916 Predicted: "Shirt" 7.9, Actual: "Bag" 7.8
 6921 Predicted: "Coat" 11.2, Actual: "Pullover" 8.7
 6926 Predicted: "Shirt" 8.4, Actual: "T-shirt/top" 6.2
 6927 Predicted: "T-shirt/top" 5.9, Actual: "Dress" 3.7
 6938 Predicted: "Coat" 10.7, Actual: "Pullover" 10.4
 6942 Predicted: "Shirt" 3.4, Actual: "Pullover" 2.1
 6957 Predicted: "T-shirt/top" 7.5, Actual: "Shirt" 7.0
 6958 Predicted: "T-shirt/top" 8.6, Actual: "Shirt" 5.2
 6961 Predicted: "Sandal" 5.9, Actual: "Sneaker" 5.0
 6964 Predicted: "Coat" 8.4, Actual: "Pullover" 8.0
 6993 Predicted: "Pullover" 9.0, Actual: "Coat" 8.0
 6997 Predicted: "T-shirt/top" 8.5, Actual: "Dress" 6.7
 7002 Predicted: "Coat" 5.2, Actual: "Dress" 4.8
 7004 Predicted: "Coat" 13.2, Actual: "Shirt" 11.0
 7007 Predicted: "Ankle boot" 10.3, Actual: "Sneaker" 10.1
 7024 Predicted: "Coat" 9.6, Actual: "Shirt" 9.5
 7025 Predicted: "T-shirt/top" 8.8, Actual: "Shirt" 7.9
 7026 Predicted: "Sandal" 4.3, Actual: "Shirt" 3.1
 7028 Predicted: "Sneaker" 11.4, Actual: "Ankle boot" 10.8
 7030 Predicted: "Coat" 9.1, Actual: "Shirt" 8.9
 7032 Predicted: "Coat" 9.5, Actual: "Pullover" 8.9
 7036 Predicted: "Dress" 8.8, Actual: "Trouser" 7.2
 7042 Predicted: "Pullover" 5.7, Actual: "Shirt" 2.6
 7047 Predicted: "Sandal" 7.0, Actual: "Ankle boot" 6.9
 7049 Predicted: "Coat" 9.8, Actual: "Pullover" 7.2
 7068 Predicted: "Pullover" 10.0, Actual: "Coat" 9.4
 7069 Predicted: "Dress" 9.8, Actual: "Coat" 8.5
 7071 Predicted: "Coat" 10.2, Actual: "Pullover" 8.9
 7076 Predicted: "Coat" 10.0, Actual: "Pullover" 9.4
 7078 Predicted: "Sneaker" 8.2, Actual: "Ankle boot" 8.1
 7095 Predicted: "Pullover" 7.7, Actual: "Shirt" 6.3
 7100 Predicted: "Sandal" 7.7, Actual: "Sneaker" 5.6
 7103 Predicted: "Dress" 6.1, Actual: "T-shirt/top" 5.9
 7112 Predicted: "T-shirt/top" 12.1, Actual: "Shirt" 10.8
 7114 Predicted: "Pullover" 10.3, Actual: "Shirt" 8.9
 7125 Predicted: "Sneaker" 9.3, Actual: "Ankle boot" 7.1
 7130 Predicted: "Bag" 7.7, Actual: "Shirt" 6.7
 7136 Predicted: "Shirt" 7.2, Actual: "Pullover" 6.8
 7137 Predicted: "Shirt" 5.4, Actual: "T-shirt/top" 5.3
 7138 Predicted: "Bag" 9.0, Actual: "Coat" 7.2
 7165 Predicted: "Coat" 12.7, Actual: "Pullover" 11.0
 7167 Predicted: "Pullover" 8.0, Actual: "Shirt" 7.9
 7177 Predicted: "Dress" 11.3, Actual: "Pullover" 8.9
 7182 Predicted: "T-shirt/top" 11.3, Actual: "Shirt" 10.3
 7188 Predicted: "Coat" 9.1, Actual: "Shirt" 6.8
 7189 Predicted: "T-shirt/top" 8.4, Actual: "Shirt" 5.9
 7195 Predicted: "T-shirt/top" 13.4, Actual: "Shirt" 10.3
 7204 Predicted: "Shirt" 5.2, Actual: "Bag" 4.5
 7210 Predicted: "Shirt" 11.1, Actual: "Coat" 8.9
 7211 Predicted: "Shirt" 8.5, Actual: "Coat" 7.1
 7220 Predicted: "Sneaker" 6.6, Actual: "Sandal" 6.5
 7221 Predicted: "Pullover" 9.5, Actual: "Shirt" 6.5
 7223 Predicted: "Sandal" 5.0, Actual: "Ankle boot" 4.3
 7232 Predicted: "Ankle boot" 10.1, Actual: "Sandal" 10.0
 7244 Predicted: "T-shirt/top" 11.5, Actual: "Shirt" 9.4
 7258 Predicted: "Coat" 13.4, Actual: "Shirt" 9.8
 7262 Predicted: "Coat" 8.4, Actual: "Shirt" 5.3
 7267 Predicted: "Pullover" 9.2, Actual: "Dress" 8.1
 7278 Predicted: "Shirt" 4.9, Actual: "Coat" 4.1
 7281 Predicted: "Shirt" 6.9, Actual: "Bag" 5.6
 7282 Predicted: "Pullover" 9.7, Actual: "Coat" 9.7
 7288 Predicted: "Coat" 11.7, Actual: "Pullover" 9.9
 7296 Predicted: "Coat" 10.5, Actual: "Shirt" 10.2
 7299 Predicted: "Coat" 9.8, Actual: "Pullover" 9.1
 7303 Predicted: "Pullover" 7.8, Actual: "Shirt" 7.0
 7314 Predicted: "Pullover" 8.5, Actual: "Coat" 5.8
 7325 Predicted: "Ankle boot" 8.7, Actual: "Sneaker" 7.7
 7332 Predicted: "Trouser" 6.4, Actual: "Dress" 6.0
 7334 Predicted: "T-shirt/top" 6.3, Actual: "Shirt" 6.0
 7335 Predicted: "Ankle boot" 9.9, Actual: "Sandal" 8.7
 7336 Predicted: "Coat" 10.1, Actual: "Pullover" 9.6
 7342 Predicted: "Pullover" 7.5, Actual: "Dress" 6.6
 7343 Predicted: "T-shirt/top" 10.3, Actual: "Shirt" 7.8
 7345 Predicted: "Coat" 9.8, Actual: "Shirt" 7.2
 7346 Predicted: "Dress" 6.9, Actual: "T-shirt/top" 6.7
 7348 Predicted: "Pullover" 5.6, Actual: "Shirt" 4.8
 7349 Predicted: "Bag" 8.7, Actual: "Coat" 5.7
 7350 Predicted: "Shirt" 8.9, Actual: "Pullover" 8.5
 7355 Predicted: "Shirt" 7.6, Actual: "Pullover" 6.7
 7369 Predicted: "T-shirt/top" 6.6, Actual: "Pullover" 3.0
 7389 Predicted: "Pullover" 6.5, Actual: "Shirt" 6.0
 7393 Predicted: "Dress" 9.0, Actual: "T-shirt/top" 6.4
 7416 Predicted: "T-shirt/top" 8.0, Actual: "Shirt" 5.3
 7425 Predicted: "Dress" 8.8, Actual: "T-shirt/top" 7.6
 7442 Predicted: "Coat" 9.9, Actual: "Pullover" 8.0
 7450 Predicted: "Pullover" 8.5, Actual: "Coat" 6.3
 7452 Predicted: "T-shirt/top" 6.2, Actual: "Pullover" 5.4
 7466 Predicted: "Sneaker" 8.0, Actual: "Sandal" 7.7
 7473 Predicted: "Trouser" 6.2, Actual: "Coat" 5.7
 7495 Predicted: "T-shirt/top" 11.2, Actual: "Shirt" 11.0
 7500 Predicted: "Sneaker" 7.8, Actual: "Sandal" 5.6
 7509 Predicted: "Ankle boot" 5.6, Actual: "Sandal" 5.4
 7525 Predicted: "Ankle boot" 5.5, Actual: "Sneaker" 4.7
 7527 Predicted: "Coat" 7.7, Actual: "Shirt" 6.9
 7551 Predicted: "Shirt" 8.3, Actual: "Dress" 5.3
 7555 Predicted: "Dress" 9.7, Actual: "Trouser" 8.1
 7565 Predicted: "T-shirt/top" 4.2, Actual: "Dress" 3.5
 7568 Predicted: "Dress" 7.6, Actual: "T-shirt/top" 6.9
 7581 Predicted: "T-shirt/top" 3.3, Actual: "Shirt" 3.2
 7583 Predicted: "T-shirt/top" 6.8, Actual: "Dress" 4.1
 7587 Predicted: "Shirt" 6.5, Actual: "Dress" 5.3
 7599 Predicted: "Shirt" 12.0, Actual: "T-shirt/top" 11.4
 7604 Predicted: "Shirt" 6.7, Actual: "Pullover" 6.3
 7613 Predicted: "Pullover" 6.3, Actual: "Shirt" 6.0
 7635 Predicted: "Pullover" 5.8, Actual: "Dress" 3.8
 7638 Predicted: "Pullover" 4.9, Actual: "Dress" 3.6
 7640 Predicted: "Shirt" 5.4, Actual: "Pullover" 5.3
 7646 Predicted: "Coat" 5.9, Actual: "Dress" 3.4
 7647 Predicted: "Shirt" 5.4, Actual: "Pullover" 4.6
 7654 Predicted: "Coat" 10.6, Actual: "Shirt" 10.3
 7660 Predicted: "T-shirt/top" 9.7, Actual: "Shirt" 7.8
 7664 Predicted: "Sandal" 8.0, Actual: "Sneaker" 6.5
 7673 Predicted: "Ankle boot" 10.9, Actual: "Sneaker" 9.3
 7679 Predicted: "Coat" 7.9, Actual: "Dress" 6.8
 7680 Predicted: "Trouser" 4.4, Actual: "T-shirt/top" 4.3
 7682 Predicted: "Sandal" 7.2, Actual: "Sneaker" 5.6
 7683 Predicted: "Pullover" 9.8, Actual: "Coat" 9.3
 7709 Predicted: "Pullover" 9.1, Actual: "Coat" 8.2
 7711 Predicted: "Coat" 10.4, Actual: "Shirt" 10.0
 7719 Predicted: "T-shirt/top" 8.2, Actual: "Shirt" 5.7
 7721 Predicted: "Bag" 5.7, Actual: "Pullover" 3.5
 7723 Predicted: "Pullover" 10.1, Actual: "Coat" 9.8
 7734 Predicted: "Ankle boot" 13.0, Actual: "Sandal" 11.3
 7746 Predicted: "Shirt" 7.1, Actual: "Dress" 6.5
 7752 Predicted: "Shirt" 5.5, Actual: "Coat" 5.4
 7755 Predicted: "Ankle boot" 10.8, Actual: "Sneaker" 10.6
 7778 Predicted: "T-shirt/top" 14.6, Actual: "Shirt" 10.9
 7779 Predicted: "Sneaker" 5.4, Actual: "Sandal" 5.4
 7793 Predicted: "Pullover" 9.3, Actual: "Shirt" 9.2
 7798 Predicted: "Sneaker" 4.6, Actual: "Sandal" 2.9
 7800 Predicted: "T-shirt/top" 4.6, Actual: "Shirt" 3.5
 7812 Predicted: "Coat" 9.3, Actual: "Shirt" 8.6
 7813 Predicted: "Sandal" 6.1, Actual: "Sneaker" 5.6
 7815 Predicted: "Sandal" 8.6, Actual: "Sneaker" 7.0
 7816 Predicted: "Shirt" 10.0, Actual: "Coat" 10.0
 7818 Predicted: "Pullover" 10.0, Actual: "T-shirt/top" 9.5
 7822 Predicted: "Dress" 7.4, Actual: "T-shirt/top" 7.3
 7823 Predicted: "T-shirt/top" 5.9, Actual: "Dress" 5.5
 7829 Predicted: "T-shirt/top" 12.8, Actual: "Shirt" 10.3
 7831 Predicted: "Shirt" 7.0, Actual: "T-shirt/top" 6.2
 7837 Predicted: "Dress" 7.0, Actual: "Trouser" 6.6
 7842 Predicted: "Pullover" 9.2, Actual: "Shirt" 8.8
 7843 Predicted: "T-shirt/top" 6.8, Actual: "Shirt" 5.6
 7851 Predicted: "Dress" 6.7, Actual: "Shirt" 5.4
 7853 Predicted: "Coat" 9.3, Actual: "Pullover" 9.2
 7863 Predicted: "T-shirt/top" 5.3, Actual: "Shirt" 2.7
 7876 Predicted: "Coat" 13.0, Actual: "Trouser" 7.7
 7878 Predicted: "Ankle boot" 9.5, Actual: "Sandal" 8.1
 7884 Predicted: "Coat" 9.9, Actual: "Pullover" 8.8
 7899 Predicted: "Bag" 8.6, Actual: "T-shirt/top" 3.6
 7906 Predicted: "Coat" 9.7, Actual: "Shirt" 9.0
 7910 Predicted: "T-shirt/top" 7.9, Actual: "Shirt" 7.4
 7914 Predicted: "Dress" 8.2, Actual: "Coat" 8.0
 7915 Predicted: "Dress" 10.3, Actual: "Coat" 8.0
 7921 Predicted: "Pullover" 7.4, Actual: "Trouser" 6.4
 7924 Predicted: "T-shirt/top" 11.6, Actual: "Shirt" 8.3
 7936 Predicted: "Sneaker" 11.4, Actual: "Ankle boot" 7.4
 7937 Predicted: "Ankle boot" 5.9, Actual: "Sandal" 4.8
 7948 Predicted: "Coat" 7.2, Actual: "Dress" 4.0
 7952 Predicted: "Bag" 5.8, Actual: "Coat" 5.6
 7958 Predicted: "Coat" 11.2, Actual: "Pullover" 10.5
 7959 Predicted: "T-shirt/top" 9.5, Actual: "Shirt" 7.3
 7971 Predicted: "Pullover" 5.9, Actual: "Shirt" 4.3
 7976 Predicted: "Shirt" 8.4, Actual: "Pullover" 7.7
 7981 Predicted: "Dress" 9.4, Actual: "T-shirt/top" 8.6
 7986 Predicted: "Shirt" 5.7, Actual: "Coat" 4.8
 7992 Predicted: "Coat" 10.2, Actual: "Shirt" 7.2
 7998 Predicted: "T-shirt/top" 10.1, Actual: "Pullover" 8.3
 8001 Predicted: "Shirt" 6.4, Actual: "Pullover" 5.5
 8005 Predicted: "Coat" 9.4, Actual: "Shirt" 6.3
 8006 Predicted: "Coat" 11.7, Actual: "Pullover" 9.8
 8007 Predicted: "Shirt" 5.3, Actual: "T-shirt/top" 4.7
 8009 Predicted: "Coat" 8.7, Actual: "Pullover" 7.1
 8017 Predicted: "Ankle boot" 11.8, Actual: "Sneaker" 10.7
 8024 Predicted: "Coat" 9.6, Actual: "Pullover" 9.0
 8031 Predicted: "Shirt" 9.6, Actual: "T-shirt/top" 8.1
 8033 Predicted: "T-shirt/top" 7.0, Actual: "Shirt" 5.9
 8035 Predicted: "Pullover" 10.1, Actual: "Shirt" 9.2
 8038 Predicted: "Shirt" 6.1, Actual: "Pullover" 5.4
 8039 Predicted: "Dress" 5.8, Actual: "Coat" 5.0
 8054 Predicted: "Shirt" 8.7, Actual: "Dress" 6.1
 8059 Predicted: "Pullover" 4.1, Actual: "T-shirt/top" 3.3
 8065 Predicted: "Coat" 8.6, Actual: "Pullover" 7.8
 8066 Predicted: "Shirt" 9.2, Actual: "Coat" 8.7
 8069 Predicted: "Bag" 6.0, Actual: "Shirt" 5.9
 8074 Predicted: "Dress" 6.3, Actual: "Trouser" 4.7
 8080 Predicted: "Shirt" 8.5, Actual: "Coat" 7.0
 8082 Predicted: "Coat" 9.2, Actual: "Shirt" 9.0
 8085 Predicted: "Pullover" 10.4, Actual: "Coat" 10.2
 8086 Predicted: "Ankle boot" 6.3, Actual: "Sandal" 2.6
 8090 Predicted: "Pullover" 11.2, Actual: "Coat" 11.0
 8091 Predicted: "Shirt" 9.2, Actual: "T-shirt/top" 9.0
 8106 Predicted: "Coat" 9.3, Actual: "Shirt" 7.8
 8111 Predicted: "Shirt" 5.6, Actual: "Dress" 4.2
 8114 Predicted: "Coat" 6.2, Actual: "Pullover" 6.2
 8121 Predicted: "Shirt" 6.5, Actual: "Coat" 5.7
 8130 Predicted: "Sandal" 7.3, Actual: "Sneaker" 6.5
 8132 Predicted: "Pullover" 6.9, Actual: "Shirt" 4.9
 8140 Predicted: "Pullover" 4.9, Actual: "Coat" 3.0
 8150 Predicted: "Bag" 9.9, Actual: "Shirt" 7.5
 8154 Predicted: "Pullover" 8.3, Actual: "Coat" 5.8
 8156 Predicted: "Bag" 6.0, Actual: "Trouser" 0.1
 8162 Predicted: "T-shirt/top" 9.4, Actual: "Shirt" 9.2
 8179 Predicted: "Bag" 5.5, Actual: "Shirt" 4.7
 8191 Predicted: "Coat" 5.8, Actual: "Pullover" 5.5
 8202 Predicted: "Coat" 9.2, Actual: "Shirt" 7.1
 8204 Predicted: "Shirt" 7.1, Actual: "Dress" 6.2
 8205 Predicted: "Sneaker" 9.5, Actual: "Ankle boot" 7.6
 8211 Predicted: "Bag" 6.2, Actual: "Shirt" 3.7
 8217 Predicted: "Coat" 10.6, Actual: "Shirt" 9.0
 8237 Predicted: "T-shirt/top" 12.1, Actual: "Shirt" 8.3
 8259 Predicted: "T-shirt/top" 10.2, Actual: "Dress" 6.7
 8260 Predicted: "Coat" 12.3, Actual: "Shirt" 10.3
 8266 Predicted: "Dress" 8.0, Actual: "T-shirt/top" 7.7
 8275 Predicted: "Pullover" 7.0, Actual: "Shirt" 6.0
 8287 Predicted: "Shirt" 8.9, Actual: "Bag" 8.3
 8288 Predicted: "Coat" 11.1, Actual: "Shirt" 10.2
 8290 Predicted: "Coat" 8.5, Actual: "Pullover" 7.3
 8292 Predicted: "Sneaker" 8.8, Actual: "Sandal" 6.9
 8293 Predicted: "Pullover" 10.1, Actual: "Shirt" 9.1
 8300 Predicted: "Shirt" 9.8, Actual: "Coat" 9.3
 8306 Predicted: "Dress" 5.0, Actual: "Shirt" 3.8
 8317 Predicted: "Dress" 8.3, Actual: "T-shirt/top" 7.5
 8324 Predicted: "Dress" 9.8, Actual: "T-shirt/top" 6.2
 8341 Predicted: "Pullover" 6.2, Actual: "Dress" 5.4
 8348 Predicted: "Shirt" 11.7, Actual: "T-shirt/top" 9.3
 8353 Predicted: "Dress" 7.0, Actual: "Shirt" 6.3
 8373 Predicted: "Pullover" 7.4, Actual: "Shirt" 4.5
 8374 Predicted: "Coat" 10.8, Actual: "Shirt" 9.5
 8375 Predicted: "Dress" 8.1, Actual: "T-shirt/top" 6.8
 8406 Predicted: "Shirt" 10.1, Actual: "Coat" 6.4
 8414 Predicted: "Shirt" 3.8, Actual: "Pullover" 3.4
 8417 Predicted: "Coat" 7.2, Actual: "Pullover" 7.0
 8419 Predicted: "Sneaker" 7.5, Actual: "Sandal" 7.3
 8425 Predicted: "Shirt" 7.2, Actual: "T-shirt/top" 7.1
 8429 Predicted: "T-shirt/top" 7.2, Actual: "Shirt" 6.3
 8436 Predicted: "Coat" 11.4, Actual: "Pullover" 9.1
 8438 Predicted: "Coat" 9.5, Actual: "Shirt" 9.2
 8454 Predicted: "Shirt" 9.1, Actual: "T-shirt/top" 6.7
 8457 Predicted: "Shirt" 10.7, Actual: "Coat" 9.4
 8462 Predicted: "Shirt" 8.2, Actual: "Coat" 7.1
 8463 Predicted: "Sneaker" 7.0, Actual: "Sandal" 4.9
 8465 Predicted: "Shirt" 7.6, Actual: "Pullover" 6.9
 8469 Predicted: "Coat" 7.1, Actual: "Dress" 6.8
 8471 Predicted: "Dress" 8.6, Actual: "T-shirt/top" 6.8
 8476 Predicted: "Pullover" 9.8, Actual: "Coat" 9.3
 8483 Predicted: "Ankle boot" 10.8, Actual: "Sneaker" 10.3
 8485 Predicted: "Pullover" 8.4, Actual: "Coat" 7.5
 8490 Predicted: "Coat" 7.7, Actual: "Shirt" 7.1
 8505 Predicted: "Ankle boot" 12.8, Actual: "Sneaker" 10.0
 8512 Predicted: "Shirt" 10.5, Actual: "Coat" 8.1
 8519 Predicted: "Pullover" 5.5, Actual: "Shirt" 3.8
 8525 Predicted: "Sneaker" 11.0, Actual: "Ankle boot" 8.1
 8536 Predicted: "Pullover" 10.7, Actual: "Coat" 10.1
 8538 Predicted: "T-shirt/top" 9.5, Actual: "Shirt" 7.9
 8540 Predicted: "Coat" 9.9, Actual: "Pullover" 9.6
 8556 Predicted: "Dress" 9.4, Actual: "Coat" 7.8
 8557 Predicted: "Sandal" 9.7, Actual: "Ankle boot" 7.2
 8560 Predicted: "Coat" 10.3, Actual: "Pullover" 9.9
 8567 Predicted: "Bag" 8.4, Actual: "Shirt" 6.8
 8568 Predicted: "Shirt" 8.0, Actual: "Bag" 6.0
 8580 Predicted: "Pullover" 10.2, Actual: "Coat" 6.6
 8591 Predicted: "T-shirt/top" 5.9, Actual: "Dress" 4.8
 8598 Predicted: "T-shirt/top" 12.1, Actual: "Pullover" 9.4
 8607 Predicted: "Sneaker" 10.9, Actual: "Ankle boot" 7.7
 8610 Predicted: "T-shirt/top" 4.6, Actual: "Trouser" 2.9
 8617 Predicted: "T-shirt/top" 8.7, Actual: "Shirt" 4.0
 8618 Predicted: "Bag" 3.9, Actual: "Pullover" 3.3
 8621 Predicted: "Pullover" 7.2, Actual: "Coat" 7.0
 8624 Predicted: "T-shirt/top" 4.2, Actual: "Pullover" 3.7
 8634 Predicted: "Dress" 7.2, Actual: "T-shirt/top" 6.8
 8658 Predicted: "Dress" 6.5, Actual: "Shirt" 4.8
 8664 Predicted: "Dress" 8.2, Actual: "Shirt" 4.3
 8669 Predicted: "T-shirt/top" 6.7, Actual: "Pullover" 3.2
 8678 Predicted: "Pullover" 5.7, Actual: "Coat" 5.5
 8683 Predicted: "Sneaker" 8.8, Actual: "Sandal" 8.2
 8695 Predicted: "Shirt" 10.6, Actual: "T-shirt/top" 10.5
 8706 Predicted: "Pullover" 10.5, Actual: "Shirt" 10.2
 8708 Predicted: "Coat" 4.2, Actual: "Dress" 3.9
 8710 Predicted: "Coat" 9.4, Actual: "Pullover" 8.0
 8714 Predicted: "Sandal" 6.8, Actual: "Sneaker" 6.5
 8715 Predicted: "Dress" 7.2, Actual: "T-shirt/top" 6.3
 8717 Predicted: "Shirt" 5.8, Actual: "T-shirt/top" 4.7
 8718 Predicted: "Coat" 10.7, Actual: "Pullover" 8.9
 8728 Predicted: "T-shirt/top" 11.4, Actual: "Shirt" 10.2
 8745 Predicted: "T-shirt/top" 11.0, Actual: "Shirt" 8.5
 8748 Predicted: "T-shirt/top" 12.4, Actual: "Shirt" 12.0
 8749 Predicted: "Coat" 6.8, Actual: "Shirt" 5.9
 8754 Predicted: "Ankle boot" 12.8, Actual: "Sneaker" 11.0
 8757 Predicted: "T-shirt/top" 5.8, Actual: "Trouser" 2.7
 8758 Predicted: "Coat" 11.5, Actual: "Pullover" 9.0
 8762 Predicted: "Dress" 9.6, Actual: "Shirt" 8.0
 8763 Predicted: "Bag" 12.5, Actual: "T-shirt/top" 7.0
 8764 Predicted: "Shirt" 4.9, Actual: "Dress" 3.0
 8768 Predicted: "Coat" 8.2, Actual: "Trouser" 6.6
 8772 Predicted: "Ankle boot" 11.4, Actual: "Sandal" 8.6
 8774 Predicted: "Shirt" 6.4, Actual: "Pullover" 5.9
 8777 Predicted: "Bag" 6.5, Actual: "Sandal" 6.3
 8784 Predicted: "Coat" 10.7, Actual: "Shirt" 5.9
 8787 Predicted: "Pullover" 5.4, Actual: "Shirt" 5.2
 8801 Predicted: "Shirt" 8.4, Actual: "Coat" 7.6
 8806 Predicted: "T-shirt/top" 8.9, Actual: "Dress" 8.6
 8814 Predicted: "Shirt" 6.1, Actual: "Coat" 4.6
 8827 Predicted: "Dress" 5.7, Actual: "Coat" 3.1
 8832 Predicted: "Bag" 6.2, Actual: "T-shirt/top" 4.4
 8834 Predicted: "Pullover" 4.9, Actual: "T-shirt/top" 4.4
 8855 Predicted: "Pullover" 8.6, Actual: "Shirt" 7.4
 8858 Predicted: "Shirt" 10.6, Actual: "Coat" 9.0
 8865 Predicted: "Ankle boot" 11.3, Actual: "Sneaker" 10.7
 8866 Predicted: "Pullover" 6.0, Actual: "Dress" 5.4
 8869 Predicted: "Pullover" 10.2, Actual: "Shirt" 8.9
 8877 Predicted: "T-shirt/top" 8.9, Actual: "Pullover" 7.5
 8878 Predicted: "Dress" 5.8, Actual: "Shirt" 5.8
 8879 Predicted: "Shirt" 5.5, Actual: "Pullover" 4.4
 8887 Predicted: "Ankle boot" 12.1, Actual: "Sandal" 9.9
 8895 Predicted: "Coat" 9.0, Actual: "Pullover" 8.6
 8900 Predicted: "Dress" 9.0, Actual: "Trouser" 8.7
 8906 Predicted: "T-shirt/top" 12.8, Actual: "Shirt" 11.7
 8910 Predicted: "Ankle boot" 5.5, Actual: "Sandal" 5.5
 8914 Predicted: "T-shirt/top" 8.6, Actual: "Pullover" 5.1
 8915 Predicted: "Shirt" 9.4, Actual: "Pullover" 8.4
 8919 Predicted: "Pullover" 8.7, Actual: "T-shirt/top" 5.3
 8933 Predicted: "Dress" 4.6, Actual: "Coat" 2.7
 8939 Predicted: "T-shirt/top" 3.8, Actual: "Shirt" 3.2
 8940 Predicted: "Coat" 8.4, Actual: "Shirt" 7.6
 8946 Predicted: "Coat" 9.3, Actual: "Shirt" 9.1
 8949 Predicted: "Pullover" 6.2, Actual: "T-shirt/top" 5.8
 8950 Predicted: "Shirt" 6.5, Actual: "Pullover" 5.6
 8952 Predicted: "Sneaker" 10.3, Actual: "Ankle boot" 9.3
 8958 Predicted: "Pullover" 10.0, Actual: "Coat" 5.5
 8962 Predicted: "Pullover" 7.0, Actual: "Coat" 6.9
 8969 Predicted: "Pullover" 5.4, Actual: "Coat" 5.1
 8972 Predicted: "Ankle boot" 10.9, Actual: "Sneaker" 10.4
 8985 Predicted: "Ankle boot" 10.5, Actual: "Sneaker" 10.5
 8989 Predicted: "Coat" 5.9, Actual: "Dress" 5.1
 8991 Predicted: "Sneaker" 9.0, Actual: "Sandal" 8.9
 8997 Predicted: "T-shirt/top" 10.3, Actual: "Shirt" 8.6
 8999 Predicted: "Shirt" 12.0, Actual: "T-shirt/top" 10.6
 9017 Predicted: "Dress" 6.7, Actual: "T-shirt/top" 3.4
 9022 Predicted: "Shirt" 7.9, Actual: "Bag" 7.9
 9025 Predicted: "Coat" 10.1, Actual: "Shirt" 9.1
 9027 Predicted: "Coat" 9.3, Actual: "Pullover" 9.0
 9032 Predicted: "Pullover" 7.1, Actual: "Shirt" 4.3
 9033 Predicted: "Coat" 9.9, Actual: "Shirt" 8.5
 9055 Predicted: "Shirt" 4.6, Actual: "Bag" 4.6
 9057 Predicted: "Pullover" 7.1, Actual: "Shirt" 6.3
 9059 Predicted: "Trouser" 4.7, Actual: "Dress" 1.8
 9062 Predicted: "Pullover" 11.1, Actual: "Coat" 10.9
 9064 Predicted: "Dress" 6.7, Actual: "T-shirt/top" 6.2
 9067 Predicted: "Shirt" 7.4, Actual: "Pullover" 6.7
 9069 Predicted: "Pullover" 4.0, Actual: "Shirt" 3.9
 9071 Predicted: "Coat" 7.7, Actual: "Trouser" 5.6
 9073 Predicted: "Sneaker" 5.5, Actual: "Sandal" 4.8
 9091 Predicted: "Dress" 4.6, Actual: "Shirt" 2.5
 9094 Predicted: "T-shirt/top" 9.5, Actual: "Shirt" 8.8
 9095 Predicted: "Dress" 5.5, Actual: "Trouser" 5.0
 9114 Predicted: "Shirt" 5.5, Actual: "T-shirt/top" 3.9
 9122 Predicted: "T-shirt/top" 15.0, Actual: "Shirt" 11.8
 9126 Predicted: "Sneaker" 8.6, Actual: "Sandal" 7.9
 9133 Predicted: "T-shirt/top" 15.1, Actual: "Shirt" 10.7
 9138 Predicted: "Coat" 11.3, Actual: "Pullover" 10.9
 9152 Predicted: "Ankle boot" 9.8, Actual: "Sneaker" 9.0
 9154 Predicted: "Shirt" 7.7, Actual: "Pullover" 7.2
 9165 Predicted: "T-shirt/top" 10.4, Actual: "Dress" 7.1
 9177 Predicted: "Bag" 8.2, Actual: "Coat" 6.6
 9180 Predicted: "T-shirt/top" 11.9, Actual: "Shirt" 11.3
 9183 Predicted: "Bag" 8.8, Actual: "Shirt" 4.1
 9193 Predicted: "Sandal" 6.4, Actual: "Ankle boot" 5.6
